Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
9/1/2007;3:21:00;0.296;0.138;244.46;1.4;0;0;0
9/1/2007;3:22:00;0.296;0.132;243.42;1.4;0;0;0
9/1/2007;3:23:00;0.296;0.132;243.32;1.4;0;0;0
9/1/2007;3:24:00;0.296;0.134;243.84;1.4;0;0;0
9/1/2007;3:25:00;0.294;0.134;243.77;1.4;0;0;0
9/1/2007;3:26:00;0.292;0.134;243.63;1.4;0;0;0
9/1/2007;3:27:00;0.402;0.256;243.18;2;0;0;0
9/1/2007;3:28:00;0.394;0.262;242.26;2;0;0;0
9/1/2007;3:29:00;0.398;0.26;242.05;2;0;0;0
9/1/2007;3:30:00;0.472;0.224;242.14;2.2;0;0;0
9/1/2007;3:31:00;0.426;0.158;242.85;1.8;0;0;0
9/1/2007;3:32:00;0.428;0.164;243.87;1.8;0;0;0
9/1/2007;3:33:00;0.426;0.164;243.94;1.8;0;0;0
9/1/2007;3:34:00;0.422;0.158;243;1.8;0;0;0
9/1/2007;3:35:00;0.42;0.156;242.45;1.8;0;0;0
9/1/2007;3:36:00;0.418;0.152;241.98;1.8;0;0;0
9/1/2007;3:37:00;0.458;0.192;242.32;2.2;0;0;0
9/1/2007;3:38:00;0.5;0.278;242.09;2.4;0;1;0
9/1/2007;3:39:00;0.5;0.278;242.11;2.4;0;2;0
9/1/2007;3:40:00;0.498;0.278;242.06;2.4;0;1;0
9/1/2007;3:41:00;0.5;0.28;242.42;2.4;0;2;0
9/1/2007;3:42:00;0.502;0.286;243.29;2.4;0;1;0
9/1/2007;3:43:00;0.426;0.172;243.68;1.8;0;1;0
9/1/2007;3:44:00;0.41;0.15;243.71;1.8;0;2;0
9/1/2007;3:45:00;0.408;0.146;242.87;1.8;0;1;0
9/1/2007;3:46:00;0.406;0.144;242.54;1.8;0;2;0
9/1/2007;3:47:00;0.406;0.144;242.56;1.8;0;1;0
9/1/2007;3:48:00;0.406;0.144;242.52;1.8;0;1;0
9/1/2007;3:49:00;0.404;0.142;242.33;1.8;0;2;0
9/1/2007;3:50:00;0.404;0.142;242.21;1.8;0;1;0
9/1/2007;3:51:00;0.402;0.14;242.12;1.8;0;2;0
9/1/2007;3:52:00;0.594;0.138;242.03;3;0;1;1
9/1/2007;3:53:00;1.52;0.128;241.42;6.2;0;1;19
9/1/2007;3:54:00;1.506;0.13;241.57;6.2;0;2;18
9/1/2007;3:55:00;1.504;0.134;242.53;6.2;0;1;19
9/1/2007;3:56:00;1.49;0.13;242.07;6.2;0;1;18
9/1/2007;3:57:00;1.484;0.13;242.09;6;0;1;18
9/1/2007;3:58:00;1.372;0.132;241.92;5.6;0;2;18
9/1/2007;3:59:00;1.354;0.124;240.41;5.6;0;1;18
9/1/2007;4:00:00;1.35;0.124;240.15;5.6;0;1;18
9/1/2007;4:01:00;1.348;0.122;239.94;5.6;0;1;17
9/1/2007;4:02:00;1.348;0.124;240.18;5.6;0;2;18
9/1/2007;4:03:00;1.35;0.124;240.43;5.6;0;1;18
9/1/2007;4:04:00;1.358;0.128;241.16;5.6;0;1;17
9/1/2007;4:05:00;1.38;0.134;241.68;5.8;0;1;18
9/1/2007;4:06:00;1.436;0.234;241.39;6;0;1;18
9/1/2007;4:07:00;1.432;0.234;241.32;6;0;2;18
9/1/2007;4:08:00;1.388;0.14;242.27;5.6;0;0;18
9/1/2007;4:09:00;1.402;0.14;242.17;5.8;0;0;18
9/1/2007;4:10:00;1.472;0.246;241.43;6.2;0;0;18
9/1/2007;4:11:00;1.462;0.244;241.02;6;0;0;18
9/1/2007;4:12:00;1.454;0.242;240.56;6;0;0;17
9/1/2007;4:13:00;1.454;0.244;240.87;6;0;0;18
9/1/2007;4:14:00;1.456;0.244;241.05;6;0;0;18
9/1/2007;4:15:00;1.46;0.248;241.49;6;0;0;18
9/1/2007;4:16:00;1.4;0.156;241.7;5.8;0;0;18
9/1/2007;4:17:00;1.384;0.14;241.24;5.6;0;0;17
9/1/2007;4:18:00;1.384;0.142;241.35;5.6;0;0;18
9/1/2007;4:19:00;1.38;0.14;241.09;5.6;0;0;18
9/1/2007;4:20:00;1.324;0.144;241.45;5.6;0;0;18
9/1/2007;4:21:00;0.31;0.154;241.56;1.4;0;0;0
9/1/2007;4:22:00;0.31;0.152;241.19;1.4;0;0;0
9/1/2007;4:23:00;0.31;0.154;241.45;1.4;0;0;0
9/1/2007;4:24:00;0.31;0.152;241.41;1.4;0;0;0
9/1/2007;4:25:00;0.31;0.154;241.61;1.4;0;0;0
9/1/2007;4:26:00;0.238;0.052;242.41;1;0;0;0
9/1/2007;4:27:00;0.242;0;242.85;1;0;0;0
9/1/2007;4:28:00;0.238;0;242.54;1;0;0;0
9/1/2007;4:29:00;0.222;0;242.31;1;0;0;0
9/1/2007;4:30:00;0.218;0;242.16;1;0;0;0
9/1/2007;4:31:00;0.216;0;242.2;1;0;0;0
9/1/2007;4:32:00;0.216;0;241.68;1;0;0;0
9/1/2007;4:33:00;0.214;0;241.31;1;0;0;0
9/1/2007;4:34:00;0.214;0;241.72;1;0;0;0
9/1/2007;4:35:00;0.216;0;242.19;1;0;0;0
9/1/2007;4:36:00;0.214;0;241.48;1;0;0;0
9/1/2007;4:37:00;0.214;0;241.47;1;0;0;0
9/1/2007;4:38:00;0.214;0;241.25;1;0;0;0
9/1/2007;4:39:00;0.212;0;240.92;1;0;0;0
9/1/2007;4:40:00;0.214;0;241.14;1;0;0;0
9/1/2007;4:41:00;0.214;0;241.64;1;0;0;0
9/1/2007;4:42:00;0.214;0;241.16;1;0;0;0
9/1/2007;4:43:00;0.212;0;240.8;1;0;0;0
9/1/2007;4:44:00;0.212;0;240.69;1;0;0;0
9/1/2007;4:45:00;0.214;0;240.91;1;0;0;0
9/1/2007;4:46:00;0.214;0;241.4;1;0;0;0
9/1/2007;4:47:00;0.214;0;241.34;1;0;0;0
9/1/2007;4:48:00;0.214;0;240.97;1;0;0;0
9/1/2007;4:49:00;0.212;0;240.58;1;0;0;0
9/1/2007;4:50:00;0.212;0;240.63;1;0;0;0
9/1/2007;4:51:00;0.238;0;241.06;1.2;0;0;0
9/1/2007;4:52:00;0.29;0.12;241.19;1.2;0;0;0
9/1/2007;4:53:00;0.382;0.218;240.91;1.8;0;0;0
9/1/2007;4:54:00;0.398;0.252;240.77;2;0;0;0
9/1/2007;4:55:00;0.394;0.254;241.09;2;0;0;0
9/1/2007;4:56:00;0.394;0.26;241.94;2;0;0;0
9/1/2007;4:57:00;0.392;0.264;242.47;2;0;0;0
9/1/2007;4:58:00;0.39;0.268;243.04;2;0;0;0
9/1/2007;4:59:00;0.388;0.27;243.37;2;0;0;0
9/1/2007;5:00:00;0.384;0.262;242.51;1.8;0;0;0
9/1/2007;5:01:00;0.38;0.258;241.62;1.8;0;0;0
9/1/2007;5:02:00;0.318;0.168;242.42;1.4;0;0;0
9/1/2007;5:03:00;0.31;0.154;241.77;1.4;0;0;0
9/1/2007;5:04:00;0.306;0.146;240.28;1.4;0;0;0
9/1/2007;5:05:00;0.304;0.144;239.96;1.4;0;0;0
9/1/2007;5:06:00;0.304;0.146;240.2;1.4;0;0;0
9/1/2007;5:07:00;0.306;0.148;240.72;1.4;0;0;0
9/1/2007;5:08:00;0.306;0.15;240.81;1.4;0;0;0
9/1/2007;5:09:00;0.252;0.074;241.96;1.2;0;0;0
9/1/2007;5:10:00;0.216;0;242.39;1;0;0;0
9/1/2007;5:11:00;0.214;0;241.65;1;0;0;0
9/1/2007;5:12:00;0.214;0;240.93;1;0;0;0
9/1/2007;5:13:00;0.212;0;240.62;1;0;0;0
9/1/2007;5:14:00;0.212;0;240.42;1;0;0;0
9/1/2007;5:15:00;0.21;0;239.76;1;0;0;0
9/1/2007;5:16:00;0.21;0;239.76;1;0;0;0
9/1/2007;5:17:00;0.212;0;239.95;1;0;0;0
9/1/2007;5:18:00;0.212;0;240.43;1;0;0;0
9/1/2007;5:19:00;0.212;0;240.14;1;0;0;0
9/1/2007;5:20:00;0.212;0;240.29;1;0;0;0
9/1/2007;5:21:00;0.212;0;240.8;1;0;0;0
9/1/2007;5:22:00;0.212;0;240.19;1;0;0;0
9/1/2007;5:23:00;0.214;0;239.79;1;0;0;0
9/1/2007;5:24:00;0.214;0;239.73;1;0;0;0
9/1/2007;5:25:00;0.212;0;239.66;1;0;0;0
9/1/2007;5:26:00;0.212;0;239.78;1;0;0;0
9/1/2007;5:27:00;0.212;0;238.67;1;0;0;0
9/1/2007;5:28:00;0.212;0;239.51;1;0;0;0
9/1/2007;5:29:00;0.212;0;239.23;1;0;0;0
9/1/2007;5:30:00;0.21;0;238.76;1;0;0;0
9/1/2007;5:31:00;0.21;0;238.73;1;0;0;0
9/1/2007;5:32:00;0.212;0;239.49;1;0;0;0
9/1/2007;5:33:00;0.212;0;240;1;0;0;0
9/1/2007;5:34:00;0.214;0;240.13;1;0;0;0
9/1/2007;5:35:00;0.212;0;240.15;1;0;0;0
9/1/2007;5:36:00;0.232;0;240.94;1.2;0;0;0
9/1/2007;5:37:00;0.324;0.15;241.06;1.4;0;0;0
9/1/2007;5:38:00;0.39;0.22;240.71;2;0;0;0
9/1/2007;5:39:00;0.394;0.252;240.56;1.8;0;0;0
9/1/2007;5:40:00;0.392;0.252;240.66;1.8;0;0;0
9/1/2007;5:41:00;0.39;0.254;240.88;1.8;0;0;0
9/1/2007;5:42:00;0.39;0.256;241.28;1.8;0;0;0
9/1/2007;5:43:00;0.388;0.258;241.48;1.8;0;0;0
9/1/2007;5:44:00;0.384;0.256;241.32;1.8;0;0;0
9/1/2007;5:45:00;0.38;0.254;240.94;1.8;0;0;0
9/1/2007;5:46:00;0.378;0.252;240.58;1.8;0;0;0
9/1/2007;5:47:00;0.374;0.244;239.47;1.8;0;0;0
9/1/2007;5:48:00;0.346;0.204;239.8;1.6;0;0;0
9/1/2007;5:49:00;0.31;0.156;242.13;1.4;0;0;0
9/1/2007;5:50:00;0.308;0.156;242.14;1.4;0;0;0
9/1/2007;5:51:00;0.308;0.154;241.65;1.4;0;0;0
9/1/2007;5:52:00;0.308;0.156;242.15;1.4;0;0;0
9/1/2007;5:53:00;0.24;0.058;243.13;1;0;0;0
9/1/2007;5:54:00;0.218;0;243.23;1;0;0;0
9/1/2007;5:55:00;0.216;0;242.78;1;0;0;0
9/1/2007;5:56:00;0.216;0;242.42;1;0;0;0
9/1/2007;5:57:00;0.292;0.114;242.74;1.4;0;0;0
9/1/2007;5:58:00;0.302;0.148;242.97;1.4;0;2;0
9/1/2007;5:59:00;0.302;0.146;242.75;1.4;0;1;0
9/1/2007;6:00:00;0.308;0.146;242.79;1.4;0;1;0
9/1/2007;6:01:00;0.308;0.146;242.61;1.4;0;2;0
9/1/2007;6:02:00;0.308;0.144;242.38;1.4;0;1;0
9/1/2007;6:03:00;0.308;0.148;242.71;1.4;0;2;0
9/1/2007;6:04:00;0.308;0.148;242.86;1.4;0;1;0
9/1/2007;6:05:00;0.306;0.148;242.86;1.4;0;1;0
9/1/2007;6:06:00;0.308;0.152;243.51;1.4;0;2;0
9/1/2007;6:07:00;0.308;0.154;243.77;1.4;0;1;0
9/1/2007;6:08:00;0.308;0.154;243.83;1.4;0;2;0
9/1/2007;6:09:00;0.306;0.154;243.86;1.4;0;1;0
9/1/2007;6:10:00;0.304;0.152;243.46;1.4;0;1;0
9/1/2007;6:11:00;0.3;0.146;242.5;1.4;0;2;0
9/1/2007;6:12:00;0.3;0.15;243.07;1.4;0;1;0
9/1/2007;6:13:00;0.3;0.15;243.22;1.4;0;1;0
9/1/2007;6:14:00;0.3;0.152;243.66;1.4;0;2;0
9/1/2007;6:15:00;0.3;0.154;244.1;1.4;0;1;0
9/1/2007;6:16:00;0.298;0.152;243.66;1.4;0;1;0
9/1/2007;6:17:00;0.298;0.152;243.58;1.4;0;2;0
9/1/2007;6:18:00;0.296;0.15;243.34;1.4;0;1;0
9/1/2007;6:19:00;0.296;0.148;243.08;1.4;0;1;0
9/1/2007;6:20:00;0.296;0.152;243.64;1.4;0;1;0
9/1/2007;6:21:00;0.32;0.166;243.32;1.6;0;2;0
9/1/2007;6:22:00;0.404;0.284;242.8;2;0;1;0
9/1/2007;6:23:00;0.4;0.28;242.04;2;0;1;0
9/1/2007;6:24:00;0.394;0.278;241.82;2;0;1;0
9/1/2007;6:25:00;0.452;0.34;242.33;2.4;0;1;0
9/1/2007;6:26:00;0.466;0.386;242.21;2.4;0;2;0
9/1/2007;6:27:00;0.406;0.28;241.91;2;0;0;0
9/1/2007;6:28:00;0.394;0.262;242.23;2;0;0;0
9/1/2007;6:29:00;0.39;0.258;241.68;1.8;0;0;0
9/1/2007;6:30:00;0.388;0.254;241.07;1.8;0;0;0
9/1/2007;6:31:00;0.388;0.258;241.69;1.8;0;0;0
9/1/2007;6:32:00;0.386;0.26;241.93;1.8;0;0;0
9/1/2007;6:33:00;0.406;0.278;241.74;2;0;0;0
9/1/2007;6:34:00;0.422;0.274;240.97;2;0;0;0
9/1/2007;6:35:00;0.74;0.272;241.34;3.2;0;0;0
9/1/2007;6:36:00;0.576;0.19;241.47;2.6;0;0;0
9/1/2007;6:37:00;0.598;0.168;241.53;2.6;0;0;0
9/1/2007;6:38:00;0.45;0.102;242.1;2;0;0;0
9/1/2007;6:39:00;0.406;0;242.21;1.6;0;0;0
9/1/2007;6:40:00;1.466;0;241.15;6.2;0;0;15
9/1/2007;6:41:00;1.552;0;240.83;6.4;0;0;19
9/1/2007;6:42:00;2.082;0;239.98;8.8;0;0;18
9/1/2007;6:43:00;2.582;0;240.4;10.6;0;0;18
9/1/2007;6:44:00;2.512;0;240.3;10.4;0;0;18
9/1/2007;6:45:00;2.306;0;240.89;9.4;0;0;18
9/1/2007;6:46:00;2.292;0;240.5;9.4;0;0;17
9/1/2007;6:47:00;2.288;0;240.36;9.4;0;0;18
9/1/2007;6:48:00;2.282;0;240.06;9.4;0;0;18
9/1/2007;6:49:00;2.284;0;240.16;9.4;0;0;17
9/1/2007;6:50:00;2.28;0;239.97;9.4;0;0;18
9/1/2007;6:51:00;2.286;0;240.38;9.4;0;0;18
9/1/2007;6:52:00;2.286;0;240.19;9.4;0;0;17
9/1/2007;6:53:00;2.328;0;239.24;9.6;0;0;18
9/1/2007;6:54:00;2.834;0;239.28;12.6;0;0;18
9/1/2007;6:55:00;5.042;0;237.57;21.2;0;0;17
9/1/2007;6:56:00;5.074;0;237.79;21.2;0;0;17
9/1/2007;6:57:00;3.12;0;240.14;13.4;0;0;18
9/1/2007;6:58:00;2.87;0;239.72;12;0;0;17
9/1/2007;6:59:00;2.892;0.1;239.78;12;0;0;18
9/1/2007;7:00:00;3.644;0;239.11;15.4;0;0;18
9/1/2007;7:01:00;4.438;0.096;237.69;18.6;0;0;17
9/1/2007;7:02:00;2.986;0.11;238.46;12.4;0;0;17
9/1/2007;7:03:00;3.448;0.134;237.56;14.6;0;0;18
9/1/2007;7:04:00;4.356;0.204;236.28;18.4;0;0;17
9/1/2007;7:05:00;2.784;0.242;238.01;11.8;0;0;17
9/1/2007;7:06:00;2.5;0.258;239.41;10.4;0;0;18
9/1/2007;7:07:00;2.726;0.26;238.78;11.4;0;0;17
9/1/2007;7:08:00;2.328;0.258;238.32;9.8;0;0;17
9/1/2007;7:09:00;1.874;0.262;238.76;7.8;0;0;18
9/1/2007;7:10:00;1.87;0.26;238.17;7.8;0;0;17
9/1/2007;7:11:00;1.87;0.26;238.34;7.8;0;0;18
9/1/2007;7:12:00;1.878;0.262;238.81;7.8;0;0;17
9/1/2007;7:13:00;1.87;0.262;238.67;7.8;0;0;18
9/1/2007;7:14:00;1.846;0.258;237.87;7.8;0;0;17
9/1/2007;7:15:00;1.86;0.262;238.62;7.8;0;0;17
9/1/2007;7:16:00;1.896;0.268;239.65;8;0;0;18
9/1/2007;7:17:00;1.906;0.272;240.25;8;0;0;18
9/1/2007;7:18:00;1.902;0.272;240.14;8;0;0;17
9/1/2007;7:19:00;1.904;0.274;240.61;8;0;0;18
9/1/2007;7:20:00;1.886;0.266;239.49;7.8;0;0;18
9/1/2007;7:21:00;1.82;0.172;239.69;7.6;0;0;17
9/1/2007;7:22:00;1.786;0.134;239.29;7.4;0;0;18
9/1/2007;7:23:00;1.796;0.128;240.76;7.4;0;0;17
9/1/2007;7:24:00;1.734;0;240.65;7.2;0;0;18
9/1/2007;7:25:00;1.804;0;240.39;7.4;0;0;18
9/1/2007;7:26:00;1.738;0;240.36;7.2;0;0;18
9/1/2007;7:27:00;1.734;0;240.43;7.2;0;0;17
9/1/2007;7:28:00;1.734;0;240.9;7.2;0;0;18
9/1/2007;7:29:00;1.738;0;240.8;7.2;0;0;18
9/1/2007;7:30:00;1.732;0;240.4;7.2;0;0;17
9/1/2007;7:31:00;1.722;0;240.15;7.2;0;0;18
9/1/2007;7:32:00;1.724;0;240.02;7.2;0;0;18
9/1/2007;7:33:00;1.652;0;239.91;6.8;0;0;17
9/1/2007;7:34:00;1.746;0;240.69;7.2;0;0;18
9/1/2007;7:35:00;1.746;0;240.61;7.2;0;0;18
9/1/2007;7:36:00;2.106;0.074;239.6;8.8;0;0;17
9/1/2007;7:37:00;2.254;0.098;238.29;9.4;0;0;18
9/1/2007;7:38:00;2.266;0.1;238.41;9.4;0;0;17
9/1/2007;7:39:00;2.302;0.102;239.09;9.6;0;0;18
9/1/2007;7:40:00;2.322;0.098;238.33;9.6;0;0;17
9/1/2007;7:41:00;2.262;0.098;238.27;9.4;0;0;18
9/1/2007;7:42:00;2.352;0.06;238.47;9.8;0;0;17
9/1/2007;7:43:00;2.546;0.062;237.71;10.8;0;0;17
9/1/2007;7:44:00;3.008;0.06;237.3;12.6;0;0;18
9/1/2007;7:45:00;2.964;0.058;237.44;12.4;0;0;17
9/1/2007;7:46:00;3.15;0.18;237.39;13.2;0;0;17
9/1/2007;7:47:00;3.596;0.476;235.95;15.4;1;0;17
9/1/2007;7:48:00;3.032;0.23;236.68;12.8;1;0;17
9/1/2007;7:49:00;2.886;0.198;236.83;12.2;1;0;17
9/1/2007;7:50:00;2.936;0.194;236.69;12.4;1;0;18
9/1/2007;7:51:00;2.84;0.16;235.98;12;1;0;17
9/1/2007;7:52:00;2.536;0.124;237;10.6;2;0;17
9/1/2007;7:53:00;2.348;0.13;237.39;9.8;1;0;17
9/1/2007;7:54:00;2.416;0.196;238.28;10.2;1;0;18
9/1/2007;7:55:00;2.42;0.232;237.88;10.2;1;0;17
9/1/2007;7:56:00;2.428;0.232;238.06;10.2;1;0;17
9/1/2007;7:57:00;2.486;0.23;237.75;10.4;2;0;18
9/1/2007;7:58:00;3.604;0.294;237.09;15.4;1;0;17
9/1/2007;7:59:00;4.18;0.292;236.23;17.6;1;0;17
9/1/2007;8:00:00;3.204;0.302;237.65;13.6;1;0;17
9/1/2007;8:01:00;2.774;0.304;237.89;11.6;1;0;18
9/1/2007;8:02:00;2.772;0.304;237.84;11.6;2;0;17
9/1/2007;8:03:00;2.758;0.3;237.21;11.6;1;0;17
9/1/2007;8:04:00;2.67;0.176;237.19;11.2;1;0;17
9/1/2007;8:05:00;2.67;0.2;237.46;11.2;1;0;18
9/1/2007;8:06:00;2.656;0.208;239.83;11;1;0;17
9/1/2007;8:07:00;2.358;0.12;239.26;9.8;1;0;18
9/1/2007;8:08:00;3.722;0.1;237.94;16.2;22;0;17
9/1/2007;8:09:00;4.388;0.098;237.75;18.4;39;0;17
9/1/2007;8:10:00;3.89;0.208;238.1;16.4;38;0;18
9/1/2007;8:11:00;3.678;0.236;238.61;15.4;38;0;17
9/1/2007;8:12:00;3.582;0.076;238.15;15;38;0;18
9/1/2007;8:13:00;3.548;0;238.58;14.8;38;0;17
9/1/2007;8:14:00;3.54;0;238.3;14.8;38;0;17
9/1/2007;8:15:00;3.6;0.058;238.3;15;38;0;18
9/1/2007;8:16:00;3.618;0.112;238.29;15.2;38;1;17
9/1/2007;8:17:00;3.634;0.114;238.85;15.2;39;2;18
9/1/2007;8:18:00;3.636;0.116;239.07;15.2;38;1;17
9/1/2007;8:19:00;3.644;0.118;239.26;15.2;38;1;18
9/1/2007;8:20:00;3.628;0.114;238.86;15.2;38;2;17
9/1/2007;8:21:00;2.664;0.126;239.82;12;24;1;18
9/1/2007;8:22:00;1.428;0.136;240.66;5.8;1;2;18
9/1/2007;8:23:00;1.43;0.138;240.9;5.8;2;1;17
9/1/2007;8:24:00;1.436;0.14;241.3;6;1;2;18
9/1/2007;8:25:00;1.434;0.14;241.39;5.8;1;1;18
9/1/2007;8:26:00;1.438;0.14;241.57;6;1;1;18
9/1/2007;8:27:00;1.424;0.136;240.64;5.8;1;2;18
9/1/2007;8:28:00;1.42;0.134;240.11;5.8;2;1;17
9/1/2007;8:29:00;1.41;0.13;239.45;5.8;1;1;18
9/1/2007;8:30:00;1.466;0.188;238.55;6.2;1;2;17
9/1/2007;8:31:00;1.5;0.254;238;6.4;1;1;18
9/1/2007;8:32:00;1.502;0.256;238.31;6.4;1;1;17
9/1/2007;8:33:00;1.512;0.264;239.85;6.4;2;2;18
9/1/2007;8:34:00;1.508;0.262;239.27;6.4;1;1;17
9/1/2007;8:35:00;1.51;0.264;239.93;6.4;1;1;18
9/1/2007;8:36:00;1.504;0.26;239.27;6.4;1;1;17
9/1/2007;8:37:00;1.498;0.26;239.19;6.2;1;2;18
9/1/2007;8:38:00;1.506;0.264;239.76;6.2;2;1;17
9/1/2007;8:39:00;1.508;0.268;240.5;6.2;1;1;18
9/1/2007;8:40:00;1.512;0.27;240.69;6.4;1;1;18
9/1/2007;8:41:00;1.514;0.274;241.22;6.4;1;1;18
9/1/2007;8:42:00;1.542;0.286;241.54;6.4;2;2;18
9/1/2007;8:43:00;1.588;0.376;241.05;6.6;1;1;17
9/1/2007;8:44:00;1.592;0.378;241.21;6.8;1;1;18
9/1/2007;8:45:00;1.56;0.334;240.67;6.6;1;1;18
9/1/2007;8:46:00;1.512;0.252;240.59;6.2;1;0;18
9/1/2007;8:47:00;1.508;0.25;240.4;6.2;2;0;17
9/1/2007;8:48:00;1.43;0.132;240.91;5.8;1;0;18
9/1/2007;8:49:00;1.414;0.116;240.41;5.8;1;0;18
9/1/2007;8:50:00;1.418;0.12;240.91;5.8;1;0;18
9/1/2007;8:51:00;1.414;0.118;240.58;5.8;1;0;17
9/1/2007;8:52:00;1.41;0.116;240.37;5.8;2;0;18
9/1/2007;8:53:00;1.41;0.116;240.24;5.8;1;0;18
9/1/2007;8:54:00;1.402;0.114;239.64;5.8;1;0;17
9/1/2007;8:55:00;1.41;0.116;240.38;5.8;1;0;18
9/1/2007;8:56:00;1.41;0.118;240.46;5.8;2;0;18
9/1/2007;8:57:00;1.348;0;239.77;5.6;1;0;17
9/1/2007;8:58:00;1.332;0;239.47;5.4;1;0;18
9/1/2007;8:59:00;1.342;0;239.59;5.6;1;0;17
9/1/2007;9:00:00;1.342;0;239.76;5.6;1;0;18
9/1/2007;9:01:00;1.346;0;239.95;5.6;2;0;18
9/1/2007;9:02:00;1.33;0;238.84;5.4;1;0;17
9/1/2007;9:03:00;1.332;0;238.38;5.6;1;0;18
9/1/2007;9:04:00;1.332;0;238.76;5.6;1;0;17
9/1/2007;9:05:00;1.316;0;237.78;5.4;1;0;17
9/1/2007;9:06:00;1.31;0;237.58;5.4;2;0;18
9/1/2007;9:07:00;1.322;0;238.35;5.4;1;0;17
9/1/2007;9:08:00;1.314;0;237.9;5.4;1;0;17
9/1/2007;9:09:00;1.32;0;238.14;5.4;1;0;18
9/1/2007;9:10:00;1.316;0;238.11;5.4;1;0;17
9/1/2007;9:11:00;1.322;0;238.3;5.4;2;0;17
9/1/2007;9:12:00;1.332;0;239.13;5.6;1;0;18
9/1/2007;9:13:00;1.352;0.094;238.13;5.6;1;0;17
9/1/2007;9:14:00;1.398;0.166;238.36;5.8;0;0;18
9/1/2007;9:15:00;1.408;0.156;238.27;5.8;1;0;17
9/1/2007;9:16:00;1.428;0.142;237.46;6;1;0;17
9/1/2007;9:17:00;1.42;0.136;236.88;6;2;0;18
9/1/2007;9:18:00;1.414;0.132;237.17;6;1;0;17
9/1/2007;9:19:00;1.41;0.13;237.07;6;1;0;17
9/1/2007;9:20:00;1.42;0.136;238.11;6;1;0;17
9/1/2007;9:21:00;1.426;0.14;238.82;6;2;0;18
9/1/2007;9:22:00;1.424;0.14;238.69;6;1;0;17
9/1/2007;9:23:00;1.386;0.168;238.48;5.8;0;0;18
9/1/2007;9:24:00;1.394;0.168;238.55;5.8;1;0;17
9/1/2007;9:25:00;1.374;0.158;237.68;5.8;1;0;17
9/1/2007;9:26:00;1.424;0.148;238.56;6;1;0;18
9/1/2007;9:27:00;3.504;0.126;238.57;14.8;34;0;17
9/1/2007;9:28:00;3.638;0.124;238.44;15.2;38;0;18
9/1/2007;9:29:00;3.618;0.12;237.85;15.2;38;0;17
9/1/2007;9:30:00;3.632;0.17;236.23;15.4;37;0;17
9/1/2007;9:31:00;3.54;0.082;235.69;15;37;0;17
9/1/2007;9:32:00;3.566;0.088;236.74;15;38;0;17
9/1/2007;9:33:00;3.558;0.086;236.55;15;37;0;18
9/1/2007;9:34:00;3.526;0.082;235.44;14.8;37;0;17
9/1/2007;9:35:00;3.564;0.086;236.65;15;38;0;17
9/1/2007;9:36:00;3.54;0.084;236;15;37;0;17
9/1/2007;9:37:00;3.538;0.086;236.35;14.8;37;0;17
9/1/2007;9:38:00;3.568;0.09;237.46;15;37;0;17
9/1/2007;9:39:00;3.548;0.088;237.04;14.8;38;0;17
9/1/2007;9:40:00;3.568;0.092;237.83;15;37;0;18
9/1/2007;9:41:00;2.032;0.104;239.43;9.4;14;0;17
9/1/2007;9:42:00;1.322;0.1;238.72;5.4;0;0;18
9/1/2007;9:43:00;1.314;0.088;238.68;5.4;0;0;17
9/1/2007;9:44:00;1.266;0;238.47;5.2;0;0;18
9/1/2007;9:45:00;1.28;0;238.38;5.2;1;0;17
9/1/2007;9:46:00;1.266;0;238.67;5.2;0;0;17
9/1/2007;9:47:00;1.262;0;238.81;5.2;0;0;18
9/1/2007;9:48:00;1.266;0;239.11;5.2;0;0;17
9/1/2007;9:49:00;1.264;0;238.96;5.2;0;0;18
9/1/2007;9:50:00;1.266;0;239.55;5.2;0;0;17
9/1/2007;9:51:00;1.26;0;239.32;5.2;0;0;18
9/1/2007;9:52:00;1.256;0;238.91;5.2;0;0;17
9/1/2007;9:53:00;1.258;0;239.03;5.2;0;0;18
9/1/2007;9:54:00;1.26;0;239.24;5.2;0;0;17
9/1/2007;9:55:00;1.258;0;239.1;5.2;0;0;18
9/1/2007;9:56:00;1.342;0.082;239.43;5.6;0;0;18
9/1/2007;9:57:00;1.372;0.132;239.61;5.6;0;0;17
9/1/2007;9:58:00;1.364;0.132;239.32;5.6;0;0;18
9/1/2007;9:59:00;1.374;0.134;239.82;5.6;0;0;17
9/1/2007;10:00:00;1.37;0.134;239.55;5.6;0;0;18
9/1/2007;10:01:00;1.376;0.138;240.26;5.6;0;0;17
9/1/2007;10:02:00;1.37;0.136;240.29;5.6;0;0;18
9/1/2007;10:03:00;1.362;0.134;239.75;5.6;0;0;18
9/1/2007;10:04:00;1.358;0.132;239.52;5.6;0;0;17
9/1/2007;10:05:00;1.354;0.13;239.14;5.6;0;0;18
9/1/2007;10:06:00;1.342;0.124;238.15;5.6;0;0;17
9/1/2007;10:07:00;1.352;0.13;239.14;5.6;0;0;18
9/1/2007;10:08:00;1.348;0.128;238.75;5.6;0;0;17
9/1/2007;10:09:00;1.354;0.132;239.39;5.6;0;0;18
9/1/2007;10:10:00;1.36;0.134;239.94;5.6;0;0;17
9/1/2007;10:11:00;1.342;0.126;238.32;5.6;0;0;18
